Id,Url,Brand,Model,Year,EngineVolume,Power,Drive,Mileage,Price,Region,Engine,Transmission
63566,https://samara.drom.ru/suzuki/sx4/48993342.html,Suzuki,SX4,2008.0,1.6,107.0,передний,143000.0,699000.0,Самара,бензин,АКПП
63567,https://spb.drom.ru/suzuki/swift/48993035.html,Suzuki,Swift,2008.0,1.5,102.0,передний,214700.0,480000.0,Санкт-Петербург,бензин,АКПП
63568,https://krasnoyarsk.drom.ru/suzuki/grand_vitara/48992959.html,Suzuki,Grand Vitara,2007.0,2.0,140.0,4WD,197000.0,750000.0,Красноярск,бензин,АКПП
63569,https://sochi.drom.ru/suzuki/sx4/48991884.html,Suzuki,SX4,2007.0,1.6,107.0,передний,147700.0,500000.0,Сочи,бензин,АКПП
63570,https://vladivostok.drom.ru/suzuki/swift/48918825.html,Suzuki,Swift,2009.0,1.2,90.0,передний,187600.0,421000.0,Владивосток,бензин,вариатор
63571,https://abakan.drom.ru/suzuki/swift/48674562.html,Suzuki,Swift,2008.0,1.5,110.0,передний,181000.0,489000.0,Абакан,бензин,АКПП
63572,https://vladivostok.drom.ru/suzuki/jimny/48972845.html,Suzuki,Jimny,2007.0,0.7,64.0,4WD,200000.0,835000.0,Владивосток,бензин,АКПП
63573,https://vladivostok.drom.ru/suzuki/sx4/48618257.html,Suzuki,SX4,2009.0,1.5,110.0,передний,136000.0,510000.0,Владивосток,бензин,АКПП
63574,https://chita.drom.ru/suzuki/jimny_sierra/49017087.html,Suzuki,Jimny Sierra,2008.0,1.3,88.0,4WD,96710.0,880000.0,Чита,бензин,механика
63575,https://tavrichanka.drom.ru/suzuki/wagon_r/47469795.html,Suzuki,Wagon R,2009.0,0.7,54.0,передний,98100.0,300000.0,Тавричанка,бензин,АКПП
63576,https://vologda.drom.ru/suzuki/grand_vitara/49016888.html,Suzuki,Grand Vitara,2005.0,1.6,106.0,4WD,155320.0,465000.0,Вологда,бензин,механика
63577,https://chernigovka.drom.ru/suzuki/escudo/49016841.html,Suzuki,Escudo,2008.0,2.4,166.0,4WD,211000.0,790000.0,Черниговка,бензин,АКПП
63578,https://habarovsk.drom.ru/suzuki/sx4/48900270.html,Suzuki,SX4,2006.0,1.5,110.0,передний,150000.0,497000.0,Хабаровск,бензин,АКПП
63579,https://barnaul.drom.ru/suzuki/sx4/48682287.html,Suzuki,SX4,2008.0,1.6,107.0,передний,160000.0,489999.0,Барнаул,бензин,механика
63580,https://omsk.drom.ru/suzuki/grand_vitara/48679791.html,Suzuki,Grand Vitara,2007.0,2.0,140.0,4WD,142200.0,820000.0,Омск,бензин,АКПП
63581,https://novosibirsk.drom.ru/suzuki/grand_vitara/48679398.html,Suzuki,Grand Vitara,2005.0,2.0,128.0,4WD,155479.0,630000.0,Новосибирск,бензин,АКПП
63582,https://komsomolsk.drom.ru/suzuki/sx4/48679290.html,Suzuki,SX4,2009.0,1.5,110.0,передний,130000.0,560000.0,Комсомольск-на-Амуре,бензин,АКПП
63583,https://novosibirsk.drom.ru/suzuki/solio/48679210.html,Suzuki,Solio,2006.0,1.3,88.0,передний,150000.0,380000.0,Новосибирск,бензин,АКПП
63584,https://ryazan.drom.ru/suzuki/grand_vitara/48678094.html,Suzuki,Grand Vitara,2007.0,2.0,140.0,4WD,253000.0,673000.0,Рязань,бензин,механика
63585,https://gusinoozersk.drom.ru/suzuki/jimny/48676574.html,Suzuki,Jimny,2008.0,1.3,85.0,4WD,113000.0,850000.0,Гусиноозёрск,бензин,АКПП
63586,https://habarovsk.drom.ru/suzuki/sx4/48674409.html,Suzuki,SX4,2007.0,1.5,110.0,4WD,285000.0,430000.0,Хабаровск,бензин,АКПП
63587,https://vladivostok.drom.ru/suzuki/escudo/48674028.html,Suzuki,Escudo,2007.0,2.0,145.0,4WD,93198.0,850000.0,Владивосток,бензин,АКПП
63588,https://yuzhno-kurilsk.drom.ru/suzuki/jimny/48673810.html,Suzuki,Jimny,2006.0,0.7,64.0,4WD,155000.0,450000.0,Южно-Курильск,бензин,механика
63589,https://novaya-chara.drom.ru/suzuki/grand_vitara/48673468.html,Suzuki,Grand Vitara,2007.0,2.0,140.0,4WD,216350.0,690000.0,Новая Чара,бензин,АКПП
63590,https://sochi.drom.ru/suzuki/jimny/48339647.html,Suzuki,Jimny,2009.0,0.7,64.0,4WD,146000.0,850000.0,Сочи,бензин,АКПП
63591,https://kemerovo.drom.ru/suzuki/every/48336402.html,Suzuki,Every,2008.0,0.7,49.0,задний,225000.0,335000.0,Кемерово,бензин,АКПП
63592,https://sochi.drom.ru/suzuki/swift/48333196.html,Suzuki,Swift,2009.0,1.2,90.0,передний,200000.0,460000.0,Сочи,бензин,вариатор
63593,https://habarovsk.drom.ru/suzuki/sx4/48329526.html,Suzuki,SX4,2009.0,1.5,110.0,передний,162000.0,550000.0,Хабаровск,бензин,АКПП
63594,https://novosibirsk.drom.ru/suzuki/grand_vitara/48049401.html,Suzuki,Grand Vitara,2007.0,2.0,140.0,4WD,290000.0,729000.0,Новосибирск,бензин,АКПП
63595,https://vladivostok.drom.ru/suzuki/escudo/47979340.html,Suzuki,Escudo,2009.0,2.4,166.0,4WD,97000.0,1000000.0,Владивосток,бензин,АКПП
63596,https://ekaterinburg.drom.ru/suzuki/grand_vitara/47657828.html,Suzuki,Grand Vitara,2007.0,2.0,140.0,4WD,257000.0,720000.0,Екатеринбург,бензин,механика
63597,https://yakutsk.drom.ru/suzuki/escudo/47657276.html,Suzuki,Escudo,2007.0,2.0,145.0,4WD,200000.0,700000.0,Якутск,бензин,АКПП
63598,https://berdigestyah.drom.ru/suzuki/swift/47654729.html,Suzuki,Swift,2007.0,1.2,90.0,передний,200000.0,350000.0,Бердигестях,бензин,вариатор
63599,https://chelyabinsk.drom.ru/suzuki/grand_vitara/47650857.html,Suzuki,Grand Vitara,2008.0,2.0,140.0,4WD,178000.0,850000.0,Челябинск,бензин,АКПП
63600,https://yuzhno-sakhalinsk.drom.ru/suzuki/grand_vitara/47649295.html,Suzuki,Grand Vitara,2008.0,2.0,140.0,4WD,126300.0,750000.0,Южно-Сахалинск,бензин,АКПП
63601,https://krasnoyarsk.drom.ru/suzuki/swift/47236656.html,Suzuki,Swift,2005.0,1.3,91.0,передний,230601.0,369000.0,Красноярск,бензин,АКПП
63602,https://yakutsk.drom.ru/suzuki/splash/47228504.html,Suzuki,Splash,2009.0,1.2,86.0,передний,250000.0,330000.0,Якутск,бензин,АКПП
63603,https://buzuluk.drom.ru/suzuki/sx4/46983831.html,Suzuki,SX4,2008.0,1.6,107.0,передний,149988.0,546000.0,Бузулук,бензин,механика
63604,https://mirniy.drom.ru/suzuki/splash/46614041.html,Suzuki,Splash,2009.0,1.2,86.0,передний,75000.0,430000.0,Мирный,бензин,автомат
63605,https://tyumen.drom.ru/suzuki/sx4/46575729.html,Suzuki,SX4,2008.0,1.6,107.0,передний,211000.0,600000.0,Тюмень,бензин,АКПП
51662,https://arhonskaya.drom.ru/lexus/rx330/48514345.html,Lexus,RX330,2004.0,3.3,230.0,передний,250000.0,1200000.0,Архонская,бензин,АКПП
51663,https://novosibirsk.drom.ru/lexus/rx300/48509570.html,Lexus,RX300,2000.0,3.0,201.0,4WD,111111.0,700000.0,Новосибирск,бензин,АКПП
51664,https://novosibirsk.drom.ru/lexus/rx330/48508288.html,Lexus,RX330,2004.0,3.3,230.0,4WD,235000.0,1150000.0,Новосибирск,бензин,АКПП
51665,https://magadan.drom.ru/lexus/lx470/48506649.html,Lexus,LX470,2003.0,4.7,235.0,4WD,249000.0,1500000.0,Магадан,бензин,АКПП
51666,https://astrahan.drom.ru/lexus/rx330/48168126.html,Lexus,RX330,2003.0,3.3,230.0,4WD,200000.0,1400000.0,Астрахань,бензин,АКПП
51667,https://omsk.drom.ru/lexus/rx300/48163663.html,Lexus,RX300,2000.0,3.0,220.0,4WD,314690.0,750000.0,Омск,бензин,АКПП
51668,https://saratov.drom.ru/lexus/rx300/48163672.html,Lexus,RX300,2000.0,3.0,220.0,передний,350000.0,750000.0,Саратов,бензин,АКПП
51669,https://novokuznetsk.drom.ru/lexus/rx300/47953812.html,Lexus,RX300,2000.0,3.0,197.0,4WD,350000.0,515000.0,Новокузнецк,бензин,АКПП
51670,https://kurgan.drom.ru/lexus/lx470/47822346.html,Lexus,LX470,2001.0,4.7,230.0,4WD,309000.0,1350000.0,Курган,бензин,АКПП
51671,https://novosibirsk.drom.ru/lexus/rx300/47820340.html,Lexus,RX300,2002.0,3.0,201.0,4WD,309000.0,780000.0,Новосибирск,бензин,АКПП
51672,https://ust-nera.drom.ru/lexus/rx300/47819315.html,Lexus,RX300,2001.0,3.0,220.0,4WD,10.0,500000.0,Усть-Нера,бензин,АКПП
51673,https://ussuriisk.drom.ru/lexus/rx300/47819162.html,Lexus,RX300,2003.0,3.0,204.0,4WD,219000.0,1000111.0,Уссурийск,бензин,АКПП
51674,https://kansk.drom.ru/lexus/gx470/47378217.html,Lexus,GX470,2003.0,4.7,235.0,4WD,225000.0,1750000.0,Канск,бензин,АКПП
51675,https://chunskiy.drom.ru/lexus/rx300/47099329.html,Lexus,RX300,2001.0,3.0,201.0,4WD,231631.0,725000.0,Чунский,бензин,АКПП
51676,https://yuzhno-sakhalinsk.drom.ru/lexus/lx470/47073627.html,Lexus,LX470,2003.0,4.7,235.0,4WD,176821.0,1950000.0,Южно-Сахалинск,бензин,АКПП
51677,https://krasnoyarsk.drom.ru/lexus/rx330/46313370.html,Lexus,RX330,2003.0,3.3,230.0,4WD,223000.0,868000.0,Красноярск,бензин,АКПП
51678,https://spb.drom.ru/lexus/rx300/46176701.html,Lexus,RX300,2004.0,3.0,204.0,4WD,248243.0,725000.0,Санкт-Петербург,бензин,АКПП
51679,https://gubkinskiy.drom.ru/lexus/gx470/48847874.html,Lexus,GX470,2004.0,4.7,235.0,4WD,250000.0,2000050.0,Губкинский,бензин,АКПП
51680,https://novosibirsk.drom.ru/lexus/rx300/48838156.html,Lexus,RX300,2004.0,3.0,204.0,4WD,296570.0,1000000.0,Новосибирск,бензин,АКПП
51681,https://blagoveshchensk.drom.ru/lexus/lx470/47799303.html,Lexus,LX470,2000.0,4.7,230.0,4WD,230000.0,1270000.0,Благовещенск,бензин,АКПП
51682,https://barnaul.drom.ru/lexus/rx330/48301597.html,Lexus,RX330,2003.0,3.3,230.0,4WD,242333.0,1070000.0,Барнаул,бензин,АКПП
51683,https://ussuriisk.drom.ru/lexus/rx330/45132169.html,Lexus,RX330,2003.0,3.3,230.0,4WD,165000.0,1050000.0,Уссурийск,бензин,АКПП
51684,https://samara.drom.ru/lexus/rx300/48503090.html,Lexus,RX300,2002.0,3.0,220.0,4WD,340000.0,700000.0,Самара,бензин,АКПП
51685,https://habarovsk.drom.ru/lexus/rx330/48499227.html,Lexus,RX330,2004.0,3.3,230.0,4WD,150000.0,950000.0,Хабаровск,бензин,АКПП
51686,https://irkutsk.drom.ru/lexus/rx300/48494542.html,Lexus,RX300,2004.0,3.0,204.0,4WD,211347.0,1120000.0,Иркутск,бензин,АКПП
51687,https://vladivostok.drom.ru/lexus/gx470/48494358.html,Lexus,GX470,2004.0,4.7,235.0,4WD,168000.0,1800000.0,Владивосток,бензин,АКПП
51688,https://novosibirsk.drom.ru/lexus/rx300/48353090.html,Lexus,RX300,2001.0,3.0,220.0,передний,266900.0,575000.0,Новосибирск,бензин,АКПП
51689,https://novokuznetsk.drom.ru/lexus/rx330/48157153.html,Lexus,RX330,2003.0,3.3,230.0,4WD,255000.0,1500000.0,Новокузнецк,бензин,АКПП
51690,https://barnaul.drom.ru/lexus/gx470/48150723.html,Lexus,GX470,2003.0,4.7,235.0,4WD,235000.0,1799000.0,Барнаул,бензин,АКПП
51691,https://novosibirsk.drom.ru/lexus/rx300/48080654.html,Lexus,RX300,2004.0,3.0,204.0,4WD,240000.0,1220000.0,Новосибирск,бензин,АКПП
51692,https://artem.drom.ru/lexus/ls430/47938890.html,Lexus,LS430,2004.0,4.3,282.0,задний,270000.0,850000.0,Артём,бензин,АКПП
51693,https://biysk.drom.ru/lexus/rx330/47813484.html,Lexus,RX330,2004.0,3.3,230.0,4WD,350000.0,1300000.0,Бийск,бензин,АКПП
51694,https://usk-kut.drom.ru/lexus/rx300/47812669.html,Lexus,RX300,2000.0,3.0,220.0,4WD,229777.0,600000.0,Усть-Кут,бензин,АКПП
51695,https://togliatti.drom.ru/lexus/rx300/47809327.html,Lexus,RX300,2000.0,3.0,220.0,4WD,350000.0,660000.0,Тольятти,бензин,АКПП
51696,https://lyubertsy.drom.ru/lexus/sc430/47518684.html,Lexus,SC430,2004.0,4.3,276.0,задний,121000.0,1800000.0,Люберцы,бензин,АКПП
51697,https://biysk.drom.ru/lexus/es300/47483981.html,Lexus,ES300,2002.0,3.0,210.0,передний,265000.0,750000.0,Бийск,бензин,АКПП
51698,https://novosibirsk.drom.ru/lexus/ls430/47480107.html,Lexus,LS430,2004.0,4.3,282.0,задний,350000.0,720000.0,Новосибирск,бензин,АКПП
51699,https://sretensk.drom.ru/lexus/rx330/47144512.html,Lexus,RX330,2003.0,3.3,230.0,4WD,157360.0,910000.0,Сретенск,бензин,АКПП
51704,https://vladivostok.drom.ru/lexus/rx330/47552787.html,Lexus,RX330,2003.0,3.3,230.0,4WD,190000.0,1000000.0,Владивосток,бензин,АКПП
51705,https://petropavlovsk-kamchatskiy.drom.ru/lexus/lx470/48028673.html,Lexus,LX470,2002.0,4.7,230.0,4WD,280000.0,1700000.0,Петропавловск-Камчатский,бензин,АКПП
51706,https://novosibirsk.drom.ru/lexus/rx300/48355589.html,Lexus,RX300,2002.0,3.0,201.0,4WD,246150.0,700000.0,Новосибирск,бензин,АКПП
51707,https://cheboksary.drom.ru/lexus/lx470/48835009.html,Lexus,LX470,2001.0,4.7,230.0,4WD,354750.0,1150000.0,Чебоксары,бензин,АКПП
51708,https://iskitim.drom.ru/lexus/rx330/47540894.html,Lexus,RX330,2003.0,3.3,211.0,4WD,216300.0,850000.0,Искитим,бензин,автомат
51709,https://magadan.drom.ru/lexus/lx470/46703397.html,Lexus,LX470,2004.0,4.7,235.0,4WD,211000.0,1750000.0,Магадан,бензин,АКПП
51710,https://bolshoy-kamen.drom.ru/lexus/rx300/46202727.html,Lexus,RX300,2003.0,3.0,204.0,4WD,280000.0,999999.0,Большой Камень,бензин,АКПП
6523,https://krasnodar.drom.ru/kia/rio/49105101.html,Kia,Rio,2009.0,1.4,95.0,передний,116000.0,450000.0,Краснодар,бензин,механика
6524,https://ekaterinburg.drom.ru/kia/cee~d/48711089.html,Kia,Ceed,2009.0,1.6,122.0,передний,308000.0,470000.0,Екатеринбург,бензин,АКПП
6525,https://pyatigorsk.drom.ru/kia/spectra/49104755.html,Kia,Spectra,2006.0,1.6,102.0,передний,149500.0,290000.0,Пятигорск,бензин,автомат
6526,https://krasnoyarsk.drom.ru/kia/sportage/48263992.html,Kia,Sportage,2009.0,2.0,141.0,4WD,148000.0,828000.0,Красноярск,бензин,механика
6527,https://tyumen.drom.ru/kia/picanto/46804127.html,Kia,Picanto,2006.0,1.1,65.0,передний,141000.0,379000.0,Тюмень,бензин,АКПП
6528,https://kostroma.drom.ru/kia/picanto/48303865.html,Kia,Picanto,2006.0,1.0,62.0,передний,183900.0,270000.0,Кострома,бензин,механика
6529,https://sosnoviy-bor.drom.ru/kia/sportage/49115541.html,Kia,Sportage,2007.0,2.0,140.0,4WD,90000.0,710000.0,Сосновый Бор,бензин,механика
6530,https://maykop.drom.ru/kia/spectra/49115520.html,Kia,Spectra,2008.0,1.6,101.0,передний,155000.0,285000.0,Майкоп,бензин,механика
6531,https://novosibirsk.drom.ru/kia/rio/49115475.html,Kia,Rio,2008.0,1.4,97.0,передний,200000.0,399000.0,Новосибирск,бензин,механика
6532,https://chelyabinsk.drom.ru/kia/pride/49115337.html,Kia,Pride,2005.0,1.6,112.0,передний,118127.0,447000.0,Челябинск,бензин,автомат
6533,https://krasnoyarsk.drom.ru/kia/morning/48825548.html,Kia,Morning,2009.0,1.0,64.0,передний,114000.0,519000.0,Красноярск,бензин,автомат
6535,https://moscow.drom.ru/kia/sportage/49115109.html,Kia,Sportage,2007.0,2.0,112.0,4WD,168302.0,555000.0,Москва,дизель,механика
6536,https://astrahan.drom.ru/kia/spectra/49115042.html,Kia,Spectra,2008.0,1.6,101.0,передний,200000.0,180000.0,Астрахань,бензин,механика
6538,https://ekaterinburg.drom.ru/kia/rio/49114522.html,Kia,Rio,2005.0,1.5,97.0,передний,199000.0,248000.0,Екатеринбург,бензин,механика
6539,https://tyumen.drom.ru/kia/cerato/48847217.html,Kia,Cerato,2006.0,1.6,105.0,передний,230000.0,320000.0,Тюмень,бензин,механика
6540,https://tyumen.drom.ru/kia/spectra/49114303.html,Kia,Spectra,2006.0,1.6,101.0,передний,190000.0,190000.0,Тюмень,бензин,механика
6541,https://simferopol.drom.ru/kia/cerato/49080660.html,Kia,Cerato,2006.0,1.6,122.0,передний,185000.0,360000.0,Симферополь,бензин,АКПП
6542,https://tomsk.drom.ru/kia/soul/48688178.html,Kia,Soul,2009.0,1.6,124.0,передний,168000.0,650000.0,Томск,бензин,АКПП
6543,https://astrahan.drom.ru/kia/rio/47249164.html,Kia,Rio,2005.0,1.5,97.0,передний,200000.0,319000.0,Астрахань,бензин,АКПП
6544,https://omsk.drom.ru/kia/sorento/49001522.html,Kia,Sorento,2009.0,2.5,170.0,4WD,226000.0,860000.0,Омск,дизель,АКПП
6545,https://nizhnevartovsk.drom.ru/kia/sorento/49113666.html,Kia,Sorento,2006.0,3.5,195.0,4WD,222200.0,760000.0,Нижневартовск,бензин,АКПП
6546,https://barnaul.drom.ru/kia/forte/49113599.html,Kia,Forte,2009.0,1.6,124.0,передний,232000.0,630000.0,Барнаул,бензин,АКПП
6547,https://ekaterinburg.drom.ru/kia/spectra/49081666.html,Kia,Spectra,2006.0,1.6,101.0,передний,252000.0,269000.0,Екатеринбург,бензин,механика
6548,https://tara.drom.ru/kia/cee~d/49081240.html,Kia,Ceed,2009.0,1.6,122.0,передний,111658.0,575000.0,Тара,бензин,автомат
6549,https://novorossiysk.drom.ru/kia/spectra/49081189.html,Kia,Spectra,2006.0,1.6,101.0,передний,137000.0,160000.0,Новороссийск,бензин,АКПП
6550,https://omsk.drom.ru/kia/cerato/49081126.html,Kia,Cerato,2009.0,1.6,126.0,передний,210000.0,557000.0,Омск,бензин,механика
6551,https://glazov.drom.ru/kia/cee~d/49080776.html,Kia,Ceed,2009.0,1.6,122.0,передний,201500.0,449000.0,Глазов,бензин,механика
6552,https://novokuznetsk.drom.ru/kia/carens/48273356.html,Kia,Carens,2007.0,2.0,145.0,передний,185000.0,500000.0,Новокузнецк,бензин,механика
6553,https://krasnoyarsk.drom.ru/kia/rio/48987446.html,Kia,Rio,2009.0,1.4,97.0,передний,107000.0,530000.0,Красноярск,бензин,АКПП
6554,https://mezhozerniy.drom.ru/kia/spectra/44784804.html,Kia,Spectra,2007.0,1.6,101.0,передний,187000.0,240000.0,Межозерный,бензин,механика
6555,https://novosibirsk.drom.ru/kia/forte/47936849.html,Kia,Forte,2009.0,1.6,124.0,передний,277000.0,589000.0,Новосибирск,бензин,АКПП
6556,https://tyumen.drom.ru/kia/spectra/49035339.html,Kia,Spectra,2007.0,1.6,101.0,передний,211759.0,310000.0,Тюмень,бензин,АКПП
6557,https://biysk.drom.ru/kia/magentis/48630505.html,Kia,Magentis,2009.0,2.0,150.0,передний,144000.0,645000.0,Бийск,бензин,АКПП
6558,https://ulan-ude.drom.ru/kia/soul/47202398.html,Kia,Soul,2008.0,1.6,124.0,передний,236865.0,649000.0,Улан-Удэ,бензин,АКПП
6559,https://tula.drom.ru/kia/sorento/48400912.html,Kia,Sorento,2009.0,2.4,175.0,4WD,255000.0,850000.0,Тула,бензин,АКПП
6560,https://korocha.drom.ru/kia/cee~d/48750171.html,Kia,Ceed,2007.0,1.6,122.0,передний,160000.0,490000.0,Короча,бензин,АКПП
6561,https://surgut.drom.ru/kia/rio/48747758.html,Kia,Rio,2006.0,1.4,97.0,передний,202000.0,360000.0,Сургут,бензин,механика
6562,https://nalchik.drom.ru/kia/spectra/48747232.html,Kia,Spectra,2007.0,1.6,101.0,передний,220000.0,230000.0,Нальчик,бензин,механика
6563,https://barnaul.drom.ru/kia/magentis/48743264.html,Kia,Magentis,2006.0,2.0,136.0,передний,201000.0,260000.0,Барнаул,бензин,АКПП
6564,https://moscow.drom.ru/kia/sorento/48741128.html,Kia,Sorento,2008.0,2.5,170.0,4WD,163236.0,614000.0,Москва,дизель,АКПП
6565,https://bryansk.drom.ru/kia/picanto/48404641.html,Kia,Picanto,2006.0,1.0,62.0,передний,300000.0,140000.0,Брянск,бензин,механика
6566,https://rostov-na-donu.drom.ru/kia/cee~d/48403613.html,Kia,Ceed,2008.0,2.0,143.0,передний,46000.0,650000.0,Ростов-на-Дону,бензин,АКПП
6568,https://kemerovo.drom.ru/kia/picanto/48153876.html,Kia,Picanto,2007.0,1.1,65.0,передний,112000.0,399000.0,Кемерово,бензин,АКПП
6569,https://yalutorovsk.drom.ru/kia/spectra/48732233.html,Kia,Spectra,2008.0,1.6,101.0,передний,154000.0,365000.0,Ялуторовск,бензин,механика
6571,https://kazan.drom.ru/kia/spectra/49096168.html,Kia,Spectra,2008.0,1.6,101.0,передний,239000.0,330000.0,Казань,бензин,механика
6572,https://poltavskaya.drom.ru/kia/spectra/48246568.html,Kia,Spectra,2009.0,1.6,102.0,передний,160000.0,270000.0,Полтавская,бензин,механика
6574,https://ekaterinburg.drom.ru/kia/spectra/49095281.html,Kia,Spectra,2008.0,1.6,101.0,передний,182000.0,270000.0,Екатеринбург,бензин,механика
6575,https://kemerovo.drom.ru/kia/spectra/49094755.html,Kia,Spectra,2008.0,1.6,101.0,передний,264500.0,319000.0,Кемерово,бензин,механика
